"Código","Unidade Territorial","UF","Referência","Municípios elegíveis para adesão ao Programa Crianca Feliz"
"120001","ACRELÂNDIA","AC","07/2019","1"
"120001","ACRELÂNDIA","AC","02/2019","1"
"120001","ACRELÂNDIA","AC","05/2019","1"
"120001","ACRELÂNDIA","AC","10/2018","1"
"120001","ACRELÂNDIA","AC","01/2019","1"
"120001","ACRELÂNDIA","AC","11/2018","1"
"120001","ACRELÂNDIA","AC","06/2019","1"
"120001","ACRELÂNDIA","AC","08/2019","1"
"120001","ACRELÂNDIA","AC","04/2019","1"
"120001","ACRELÂNDIA","AC","12/2018","1"
"120001","ACRELÂNDIA","AC","03/2019","1"
"120001","ACRELÂNDIA","AC","09/2019","1"
"120001","ACRELÂNDIA","AC","10/2019","1"
"120001","ACRELÂNDIA","AC","09/2018","1"
"120005","ASSIS BRASIL","AC","11/2018","1"
"120005","ASSIS BRASIL","AC","07/2019","1"
"120005","ASSIS BRASIL","AC","10/2019","1"
"120005","ASSIS BRASIL","AC","04/2019","1"
"120005","ASSIS BRASIL","AC","08/2019","1"
"120005","ASSIS BRASIL","AC","03/2019","1"
"120005","ASSIS BRASIL","AC","02/2019","1"
"120005","ASSIS BRASIL","AC","05/2019","1"
"120005","ASSIS BRASIL","AC","09/2019","1"
"120005","ASSIS BRASIL","AC","10/2018","1"
"120005","ASSIS BRASIL","AC","12/2018","1"
"120005","ASSIS BRASIL","AC","06/2019","1"
"120005","ASSIS BRASIL","AC","01/2019","1"
"120005","ASSIS BRASIL","AC","09/2018","1"
"120010","BRASILÉIA","AC","08/2019","1"
"120010","BRASILÉIA","AC","09/2019","1"
"120010","BRASILÉIA","AC","01/2019","1"
"120010","BRASILÉIA","AC","10/2019","1"
"120010","BRASILÉIA","AC","06/2019","1"
"120010","BRASILÉIA","AC","12/2018","1"
"120010","BRASILÉIA","AC","10/2018","1"
"120010","BRASILÉIA","AC","07/2019","1"
"120010","BRASILÉIA","AC","03/2019","1"
"120010","BRASILÉIA","AC","04/2019","1"
"120010","BRASILÉIA","AC","09/2018","1"
"120010","BRASILÉIA","AC","02/2019","1"
"120010","BRASILÉIA","AC","05/2019","1"
"120010","BRASILÉIA","AC","11/2018","1"
"120013","BUJARI","AC","08/2019","1"
"120013","BUJARI","AC","09/2018","1"
"120013","BUJARI","AC","03/2019","1"
"120013","BUJARI","AC","02/2019","1"
"120013","BUJARI","AC","11/2018","1"
"120013","BUJARI","AC","12/2018","1"
"120013","BUJARI","AC","10/2018","1"
"120013","BUJARI","AC","07/2019","1"
"120013","BUJARI","AC","04/2019","1"
"120013","BUJARI","AC","01/2019","1"
"120013","BUJARI","AC","06/2019","1"
"120013","BUJARI","AC","09/2019","1"
"120013","BUJARI","AC","10/2019","1"
"120013","BUJARI","AC","05/2019","1"
"120017","CAPIXABA","AC","03/2019","1"
"120017","CAPIXABA","AC","02/2019","1"
"120017","CAPIXABA","AC","06/2019","1"
"120017","CAPIXABA","AC","10/2018","1"
"120017","CAPIXABA","AC","07/2019","1"
"120017","CAPIXABA","AC","04/2019","1"
"120017","CAPIXABA","AC","10/2019","1"
"120017","CAPIXABA","AC","09/2018","1"
"120017","CAPIXABA","AC","08/2019","1"
"120017","CAPIXABA","AC","11/2018","1"
"120017","CAPIXABA","AC","05/2019","1"
"120017","CAPIXABA","AC","12/2018","1"
"120017","CAPIXABA","AC","01/2019","1"
"120017","CAPIXABA","AC","09/2019","1"
"120020","CRUZEIRO DO SUL","AC","11/2018","1"
"120020","CRUZEIRO DO SUL","AC","03/2019","1"
"120020","CRUZEIRO DO SUL","AC","06/2019","1"
"120020","CRUZEIRO DO SUL","AC","10/2019","1"
"120020","CRUZEIRO DO SUL","AC","01/2019","1"
"120020","CRUZEIRO DO SUL","AC","12/2018","1"
"120020","CRUZEIRO DO SUL","AC","07/2019","1"
"120020","CRUZEIRO DO SUL","AC","05/2019","1"
"120020","CRUZEIRO DO SUL","AC","09/2018","1"
"120020","CRUZEIRO DO SUL","AC","09/2019","1"
"120020","CRUZEIRO DO SUL","AC","04/2019","1"
"120020","CRUZEIRO DO SUL","AC","08/2019","1"
"120020","CRUZEIRO DO SUL","AC","02/2019","1"
"120020","CRUZEIRO DO SUL","AC","10/2018","1"
"120025","EPITACIOLÂNDIA","AC","02/2019","1"
"120025","EPITACIOLÂNDIA","AC","11/2018","1"
"120025","EPITACIOLÂNDIA","AC","04/2019","1"
"120025","EPITACIOLÂNDIA","AC","09/2018","1"
"120025","EPITACIOLÂNDIA","AC","07/2019","1"
"120025","EPITACIOLÂNDIA","AC","08/2019","1"
"120025","EPITACIOLÂNDIA","AC","03/2019","1"
"120025","EPITACIOLÂNDIA","AC","05/2019","1"
"120025","EPITACIOLÂNDIA","AC","10/2019","1"
"120025","EPITACIOLÂNDIA","AC","10/2018","1"
"120025","EPITACIOLÂNDIA","AC","12/2018","1"
"120025","EPITACIOLÂNDIA","AC","01/2019","1"
"120025","EPITACIOLÂNDIA","AC","06/2019","1"
"120025","EPITACIOLÂNDIA","AC","09/2019","1"
"120030","FEIJÓ","AC","10/2019","1"
"120030","FEIJÓ","AC","01/2019","1"
"120030","FEIJÓ","AC","02/2019","1"
"120030","FEIJÓ","AC","09/2018","1"
"120030","FEIJÓ","AC","10/2018","1"
"120030","FEIJÓ","AC","09/2019","1"
"120030","FEIJÓ","AC","08/2019","1"
"120030","FEIJÓ","AC","11/2018","1"
"120030","FEIJÓ","AC","06/2019","1"
"120030","FEIJÓ","AC","12/2018","1"
"120030","FEIJÓ","AC","03/2019","1"
"120030","FEIJÓ","AC","07/2019","1"
"120030","FEIJÓ","AC","05/2019","1"
"120030","FEIJÓ","AC","04/2019","1"
"120032","JORDÃO","AC","09/2018","1"
"120032","JORDÃO","AC","07/2019","1"
"120032","JORDÃO","AC","09/2019","1"
"120032","JORDÃO","AC","03/2019","1"
"120032","JORDÃO","AC","02/2019","1"
"120032","JORDÃO","AC","10/2018","1"
"120032","JORDÃO","AC","12/2018","1"
"120032","JORDÃO","AC","10/2019","1"
"120032","JORDÃO","AC","05/2019","1"
"120032","JORDÃO","AC","08/2019","1"
"120032","JORDÃO","AC","06/2019","1"
"120032","JORDÃO","AC","11/2018","1"
"120032","JORDÃO","AC","01/2019","1"
"120032","JORDÃO","AC","04/2019","1"
"120033","MÂNCIO LIMA","AC","11/2018","1"
"120033","MÂNCIO LIMA","AC","09/2018","1"
"120033","MÂNCIO LIMA","AC","09/2019","1"
"120033","MÂNCIO LIMA","AC","04/2019","1"
"120033","MÂNCIO LIMA","AC","05/2019","1"
"120033","MÂNCIO LIMA","AC","06/2019","1"
"120033","MÂNCIO LIMA","AC","02/2019","1"
"120033","MÂNCIO LIMA","AC","01/2019","1"
"120033","MÂNCIO LIMA","AC","10/2018","1"
"120033","MÂNCIO LIMA","AC","03/2019","1"
"120033","MÂNCIO LIMA","AC","07/2019","1"
"120033","MÂNCIO LIMA","AC","10/2019","1"
"120033","MÂNCIO LIMA","AC","12/2018","1"
"120033","MÂNCIO LIMA","AC","08/2019","1"
"120034","MANOEL URBANO","AC","01/2019","1"
"120034","MANOEL URBANO","AC","08/2019","1"
"120034","MANOEL URBANO","AC","05/2019","1"
"120034","MANOEL URBANO","AC","09/2019","1"
"120034","MANOEL URBANO","AC","10/2018","1"
"120034","MANOEL URBANO","AC","09/2018","1"
"120034","MANOEL URBANO","AC","10/2019","1"
"120034","MANOEL URBANO","AC","02/2019","1"
"120034","MANOEL URBANO","AC","07/2019","1"
"120034","MANOEL URBANO","AC","11/2018","1"
"120034","MANOEL URBANO","AC","03/2019","1"
"120034","MANOEL URBANO","AC","12/2018","1"
"120034","MANOEL URBANO","AC","04/2019","1"
"120034","MANOEL URBANO","AC","06/2019","1"
"120035","MARECHAL THAUMATURGO","AC","11/2018","1"
"120035","MARECHAL THAUMATURGO","AC","10/2019","1"
"120035","MARECHAL THAUMATURGO","AC","09/2019","1"
"120035","MARECHAL THAUMATURGO","AC","04/2019","1"
"120035","MARECHAL THAUMATURGO","AC","12/2018","1"
"120035","MARECHAL THAUMATURGO","AC","05/2019","1"
"120035","MARECHAL THAUMATURGO","AC","09/2018","1"
"120035","MARECHAL THAUMATURGO","AC","10/2018","1"
"120035","MARECHAL THAUMATURGO","AC","06/2019","1"
"120035","MARECHAL THAUMATURGO","AC","01/2019","1"
"120035","MARECHAL THAUMATURGO","AC","08/2019","1"
"120035","MARECHAL THAUMATURGO","AC","02/2019","1"
"120035","MARECHAL THAUMATURGO","AC","07/2019","1"
"120035","MARECHAL THAUMATURGO","AC","03/2019","1"
"120038","PLÁCIDO DE CASTRO","AC","06/2019","1"
"120038","PLÁCIDO DE CASTRO","AC","05/2019","1"
"120038","PLÁCIDO DE CASTRO","AC","12/2018","1"
"120038","PLÁCIDO DE CASTRO","AC","08/2019","1"
"120038","PLÁCIDO DE CASTRO","AC","10/2019","1"
"120038","PLÁCIDO DE CASTRO","AC","04/2019","1"
"120038","PLÁCIDO DE CASTRO","AC","03/2019","1"
"120038","PLÁCIDO DE CASTRO","AC","02/2019","1"
"120038","PLÁCIDO DE CASTRO","AC","11/2018","1"
"120038","PLÁCIDO DE CASTRO","AC","09/2019","1"
"120038","PLÁCIDO DE CASTRO","AC","01/2019","1"
"120038","PLÁCIDO DE CASTRO","AC","10/2018","1"
"120038","PLÁCIDO DE CASTRO","AC","09/2018","1"
"120038","PLÁCIDO DE CASTRO","AC","07/2019","1"
"120039","PORTO WALTER","AC","01/2019","1"
"120039","PORTO WALTER","AC","08/2019","1"
"120039","PORTO WALTER","AC","10/2018","1"
"120039","PORTO WALTER","AC","04/2019","1"
"120039","PORTO WALTER","AC","11/2018","1"
"120039","PORTO WALTER","AC","02/2019","1"
"120039","PORTO WALTER","AC","09/2019","1"
"120039","PORTO WALTER","AC","05/2019","1"
"120039","PORTO WALTER","AC","10/2019","1"
"120039","PORTO WALTER","AC","09/2018","1"
"120039","PORTO WALTER","AC","06/2019","1"
"120039","PORTO WALTER","AC","03/2019","1"
"120039","PORTO WALTER","AC","12/2018","1"
"120039","PORTO WALTER","AC","07/2019","1"
"120040","RIO BRANCO","AC","11/2018","1"
"120040","RIO BRANCO","AC","04/2019","1"
"120040","RIO BRANCO","AC","05/2019","1"
"120040","RIO BRANCO","AC","07/2019","1"
"120040","RIO BRANCO","AC","09/2019","1"
"120040","RIO BRANCO","AC","12/2018","1"
"120040","RIO BRANCO","AC","10/2018","1"
"120040","RIO BRANCO","AC","06/2019","1"
"120040","RIO BRANCO","AC","01/2019","1"
"120040","RIO BRANCO","AC","10/2019","1"
"120040","RIO BRANCO","AC","02/2019","1"
"120040","RIO BRANCO","AC","03/2019","1"
"120040","RIO BRANCO","AC","09/2018","1"
"120040","RIO BRANCO","AC","08/2019","1"
"120042","RODRIGUES ALVES","AC","06/2019","1"
"120042","RODRIGUES ALVES","AC","02/2019","1"
"120042","RODRIGUES ALVES","AC","10/2018","1"
"120042","RODRIGUES ALVES","AC","08/2019","1"
"120042","RODRIGUES ALVES","AC","07/2019","1"
"120042","RODRIGUES ALVES","AC","05/2019","1"
"120042","RODRIGUES ALVES","AC","01/2019","1"
"120042","RODRIGUES ALVES","AC","03/2019","1"
"120042","RODRIGUES ALVES","AC","12/2018","1"
"120042","RODRIGUES ALVES","AC","09/2019","1"
"120042","RODRIGUES ALVES","AC","09/2018","1"
"120042","RODRIGUES ALVES","AC","11/2018","1"
"120042","RODRIGUES ALVES","AC","04/2019","1"
"120042","RODRIGUES ALVES","AC","10/2019","1"
"120043","SANTA ROSA DO PURUS","AC","10/2018","1"
"120043","SANTA ROSA DO PURUS","AC","07/2019","1"
"120043","SANTA ROSA DO PURUS","AC","09/2019","1"
"120043","SANTA ROSA DO PURUS","AC","06/2019","1"
"120043","SANTA ROSA DO PURUS","AC","12/2018","1"
"120043","SANTA ROSA DO PURUS","AC","03/2019","1"
"120043","SANTA ROSA DO PURUS","AC","05/2019","1"
"120043","SANTA ROSA DO PURUS","AC","09/2018","1"
"120043","SANTA ROSA DO PURUS","AC","04/2019","1"
"120043","SANTA ROSA DO PURUS","AC","01/2019","1"
"120043","SANTA ROSA DO PURUS","AC","08/2019","1"
"120043","SANTA ROSA DO PURUS","AC","11/2018","1"
"120043","SANTA ROSA DO PURUS","AC","10/2019","1"
"120043","SANTA ROSA DO PURUS","AC","02/2019","1"
"120045","SENADOR GUIOMARD","AC","05/2019","1"
"120045","SENADOR GUIOMARD","AC","10/2018","1"
"120045","SENADOR GUIOMARD","AC","07/2019","1"
"120045","SENADOR GUIOMARD","AC","01/2019","1"
"120045","SENADOR GUIOMARD","AC","11/2018","1"
"120045","SENADOR GUIOMARD","AC","09/2019","1"
"120045","SENADOR GUIOMARD","AC","10/2019","1"
"120045","SENADOR GUIOMARD","AC","08/2019","1"
"120045","SENADOR GUIOMARD","AC","06/2019","1"
"120045","SENADOR GUIOMARD","AC","03/2019","1"
"120045","SENADOR GUIOMARD","AC","02/2019","1"
"120045","SENADOR GUIOMARD","AC","04/2019","1"
"120045","SENADOR GUIOMARD","AC","12/2018","1"
"120045","SENADOR GUIOMARD","AC","09/2018","1"
"120050","SENA MADUREIRA","AC","07/2019","1"
"120050","SENA MADUREIRA","AC","04/2019","1"
"120050","SENA MADUREIRA","AC","10/2019","1"
"120050","SENA MADUREIRA","AC","10/2018","1"
"120050","SENA MADUREIRA","AC","09/2019","1"
"120050","SENA MADUREIRA","AC","12/2018","1"
"120050","SENA MADUREIRA","AC","01/2019","1"
"120050","SENA MADUREIRA","AC","11/2018","1"
"120050","SENA MADUREIRA","AC","06/2019","1"
"120050","SENA MADUREIRA","AC","08/2019","1"
"120050","SENA MADUREIRA","AC","02/2019","1"
"120050","SENA MADUREIRA","AC","03/2019","1"
"120050","SENA MADUREIRA","AC","09/2018","1"
"120050","SENA MADUREIRA","AC","05/2019","1"
"120060","TARAUACÁ","AC","05/2019","1"
"120060","TARAUACÁ","AC","09/2018","1"
"120060","TARAUACÁ","AC","10/2018","1"
"120060","TARAUACÁ","AC","11/2018","1"
"120060","TARAUACÁ","AC","06/2019","1"
"120060","TARAUACÁ","AC","03/2019","1"
"120060","TARAUACÁ","AC","07/2019","1"
"120060","TARAUACÁ","AC","09/2019","1"
"120060","TARAUACÁ","AC","01/2019","1"
"120060","TARAUACÁ","AC","12/2018","1"
"120060","TARAUACÁ","AC","10/2019","1"
"120060","TARAUACÁ","AC","02/2019","1"
"120060","TARAUACÁ","AC","08/2019","1"
"120060","TARAUACÁ","AC","04/2019","1"
"120070","XAPURI","AC","06/2019","1"
"120070","XAPURI","AC","10/2018","1"
"120070","XAPURI","AC","08/2019","1"
"120070","XAPURI","AC","05/2019","1"
"120070","XAPURI","AC","07/2019","1"
"120070","XAPURI","AC","03/2019","1"
"120070","XAPURI","AC","11/2018","1"
"120070","XAPURI","AC","09/2018","1"
"120070","XAPURI","AC","10/2019","1"
"120070","XAPURI","AC","12/2018","1"
"120070","XAPURI","AC","01/2019","1"
"120070","XAPURI","AC","09/2019","1"
"120070","XAPURI","AC","02/2019","1"
"120070","XAPURI","AC","04/2019","1"
"120080","PORTO ACRE","AC","03/2019","1"
"120080","PORTO ACRE","AC","06/2019","1"
"120080","PORTO ACRE","AC","10/2018","1"
"120080","PORTO ACRE","AC","09/2019","1"
"120080","PORTO ACRE","AC","05/2019","1"
"120080","PORTO ACRE","AC","01/2019","1"
"120080","PORTO ACRE","AC","04/2019","1"
"120080","PORTO ACRE","AC","09/2018","1"
"120080","PORTO ACRE","AC","08/2019","1"
"120080","PORTO ACRE","AC","12/2018","1"
"120080","PORTO ACRE","AC","02/2019","1"
"120080","PORTO ACRE","AC","11/2018","1"
"120080","PORTO ACRE","AC","10/2019","1"
"120080","PORTO ACRE","AC","07/2019","1"
"270010","ÁGUA BRANCA","AL","11/2018","1"
"270010","ÁGUA BRANCA","AL","05/2019","1"
"270010","ÁGUA BRANCA","AL","10/2019","1"
"270010","ÁGUA BRANCA","AL","08/2019","1"
"270010","ÁGUA BRANCA","AL","02/2019","1"
"270010","ÁGUA BRANCA","AL","03/2019","1"
"270010","ÁGUA BRANCA","AL","04/2019","1"
"270010","ÁGUA BRANCA","AL","06/2019","1"
"270010","ÁGUA BRANCA","AL","12/2018","1"
"270010","ÁGUA BRANCA","AL","10/2018","1"
"270010","ÁGUA BRANCA","AL","09/2018","1"
"270010","ÁGUA BRANCA","AL","07/2019","1"
"270010","ÁGUA BRANCA","AL","01/2019","1"
"270010","ÁGUA BRANCA","AL","09/2019","1"
"270020","ANADIA","AL","02/2019","1"
"270020","ANADIA","AL","11/2018","1"
"270020","ANADIA","AL","08/2019","1"
"270020","ANADIA","AL","12/2018","1"
"270020","ANADIA","AL","07/2019","1"
"270020","ANADIA","AL","05/2019","1"
"270020","ANADIA","AL","09/2019","1"
"270020","ANADIA","AL","01/2019","1"
"270020","ANADIA","AL","04/2019","1"
"270020","ANADIA","AL","10/2019","1"
"270020","ANADIA","AL","03/2019","1"
"270020","ANADIA","AL","09/2018","1"
"270020","ANADIA","AL","06/2019","1"
"270020","ANADIA","AL","10/2018","1"
"270030","ARAPIRACA","AL","11/2018","1"
"270030","ARAPIRACA","AL","07/2019","1"
"270030","ARAPIRACA","AL","06/2019","1"
"270030","ARAPIRACA","AL","04/2019","1"
"270030","ARAPIRACA","AL","12/2018","1"
"270030","ARAPIRACA","AL","10/2019","1"
"270030","ARAPIRACA","AL","08/2019","1"
"270030","ARAPIRACA","AL","05/2019","1"
"270030","ARAPIRACA","AL","01/2019","1"
"270030","ARAPIRACA","AL","03/2019","1"
"270030","ARAPIRACA","AL","02/2019","1"
"270030","ARAPIRACA","AL","09/2019","1"
"270030","ARAPIRACA","AL","10/2018","1"
"270030","ARAPIRACA","AL","09/2018","1"
"270040","ATALAIA","AL","06/2019","1"
"270040","ATALAIA","AL","04/2019","1"
"270040","ATALAIA","AL","11/2018","1"
"270040","ATALAIA","AL","05/2019","1"
"270040","ATALAIA","AL","07/2019","1"
"270040","ATALAIA","AL","08/2019","1"
"270040","ATALAIA","AL","01/2019","1"
"270040","ATALAIA","AL","09/2018","1"
"270040","ATALAIA","AL","02/2019","1"
"270040","ATALAIA","AL","10/2018","1"
"270040","ATALAIA","AL","12/2018","1"
"270040","ATALAIA","AL","09/2019","1"
"270040","ATALAIA","AL","03/2019","1"
"270040","ATALAIA","AL","10/2019","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","07/2019","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","10/2018","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","11/2018","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","09/2019","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","10/2019","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","04/2019","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","12/2018","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","03/2019","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","05/2019","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","01/2019","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","09/2018","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","06/2019","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","08/2019","1"
"270050","BARRA DE SANTO ANTÔNIO","AL","02/2019","1"
"270060","BARRA DE SÃO MIGUEL","AL","03/2019","1"
"270060","BARRA DE SÃO MIGUEL","AL","08/2019","1"
"270060","BARRA DE SÃO MIGUEL","AL","09/2019","1"
"270060","BARRA DE SÃO MIGUEL","AL","07/2019","1"
"270060","BARRA DE SÃO MIGUEL","AL","10/2019","1"
"270060","BARRA DE SÃO MIGUEL","AL","06/2019","1"
"270060","BARRA DE SÃO MIGUEL","AL","04/2019","1"
"270060","BARRA DE SÃO MIGUEL","AL","01/2019","1"
"270060","BARRA DE SÃO MIGUEL","AL","10/2018","1"
"270060","BARRA DE SÃO MIGUEL","AL","12/2018","1"
"270060","BARRA DE SÃO MIGUEL","AL","09/2018","1"
"270060","BARRA DE SÃO MIGUEL","AL","11/2018","1"
"270060","BARRA DE SÃO MIGUEL","AL","05/2019","1"
"270060","BARRA DE SÃO MIGUEL","AL","02/2019","1"
"270070","BATALHA","AL","11/2018","1"
"270070","BATALHA","AL","03/2019","1"
"270070","BATALHA","AL","10/2018","1"
"270070","BATALHA","AL","08/2019","1"
"270070","BATALHA","AL","02/2019","1"
"270070","BATALHA","AL","01/2019","1"
"270070","BATALHA","AL","07/2019","1"
"270070","BATALHA","AL","09/2019","1"
"270070","BATALHA","AL","12/2018","1"
"270070","BATALHA","AL","09/2018","1"
"270070","BATALHA","AL","05/2019","1"
"270070","BATALHA","AL","06/2019","1"
"270070","BATALHA","AL","04/2019","1"
"270070","BATALHA","AL","10/2019","1"
"270080","BELÉM","AL","08/2019","1"
"270080","BELÉM","AL","04/2019","1"
"270080","BELÉM","AL","10/2019","1"
"270080","BELÉM","AL","07/2019","1"
"270080","BELÉM","AL","11/2018","1"
"270080","BELÉM","AL","05/2019","1"
"270080","BELÉM","AL","09/2019","1"
"270080","BELÉM","AL","06/2019","1"
"270080","BELÉM","AL","01/2019","1"
"270080","BELÉM","AL","03/2019","1"
"270080","BELÉM","AL","02/2019","1"
"270080","BELÉM","AL","10/2018","1"
"270080","BELÉM","AL","12/2018","1"
"270080","BELÉM","AL","09/2018","1"
"270090","BELO MONTE","AL","09/2018","1"
"270090","BELO MONTE","AL","07/2019","1"
"270090","BELO MONTE","AL","04/2019","1"
"270090","BELO MONTE","AL","09/2019","1"
"270090","BELO MONTE","AL","02/2019","1"
"270090","BELO MONTE","AL","12/2018","1"
"270090","BELO MONTE","AL","01/2019","1"
"270090","BELO MONTE","AL","08/2019","1"
"270090","BELO MONTE","AL","03/2019","1"
"270090","BELO MONTE","AL","06/2019","1"
"270090","BELO MONTE","AL","05/2019","1"
"270090","BELO MONTE","AL","11/2018","1"
"270090","BELO MONTE","AL","10/2018","1"
"270090","BELO MONTE","AL","10/2019","1"
"270100","BOCA DA MATA","AL","06/2019","1"
"270100","BOCA DA MATA","AL","10/2019","1"
"270100","BOCA DA MATA","AL","11/2018","1"
"270100","BOCA DA MATA","AL","07/2019","1"
"270100","BOCA DA MATA","AL","08/2019","1"
"270100","BOCA DA MATA","AL","05/2019","1"
"270100","BOCA DA MATA","AL","09/2019","1"
"270100","BOCA DA MATA","AL","10/2018","1"
"270100","BOCA DA MATA","AL","09/2018","1"
"270100","BOCA DA MATA","AL","02/2019","1"
"270100","BOCA DA MATA","AL","12/2018","1"
"270100","BOCA DA MATA","AL","04/2019","1"
"270100","BOCA DA MATA","AL","03/2019","1"
"270100","BOCA DA MATA","AL","01/2019","1"
"270110","BRANQUINHA","AL","01/2019","1"
"270110","BRANQUINHA","AL","02/2019","1"
"270110","BRANQUINHA","AL","09/2018","1"
"270110","BRANQUINHA","AL","10/2018","1"
"270110","BRANQUINHA","AL","05/2019","1"
"270110","BRANQUINHA","AL","09/2019","1"
"270110","BRANQUINHA","AL","12/2018","1"
"270110","BRANQUINHA","AL","08/2019","1"
"270110","BRANQUINHA","AL","06/2019","1"
"270110","BRANQUINHA","AL","11/2018","1"
"270110","BRANQUINHA","AL","03/2019","1"
"270110","BRANQUINHA","AL","04/2019","1"
"270110","BRANQUINHA","AL","10/2019","1"
"270110","BRANQUINHA","AL","07/2019","1"
"270120","CACIMBINHAS","AL","09/2019","1"
"270120","CACIMBINHAS","AL","09/2018","1"
"270120","CACIMBINHAS","AL","10/2019","1"
"270120","CACIMBINHAS","AL","07/2019","1"
"270120","CACIMBINHAS","AL","01/2019","1"
"270120","CACIMBINHAS","AL","05/2019","1"
"270120","CACIMBINHAS","AL","04/2019","1"
"270120","CACIMBINHAS","AL","11/2018","1"
"270120","CACIMBINHAS","AL","08/2019","1"
"270120","CACIMBINHAS","AL","02/2019","1"
"270120","CACIMBINHAS","AL","06/2019","1"
"270120","CACIMBINHAS","AL","10/2018","1"
"270120","CACIMBINHAS","AL","12/2018","1"
"270120","CACIMBINHAS","AL","03/2019","1"
"270130","CAJUEIRO","AL","04/2019","1"
"270130","CAJUEIRO","AL","12/2018","1"
"270130","CAJUEIRO","AL","02/2019","1"
"270130","CAJUEIRO","AL","11/2018","1"
"270130","CAJUEIRO","AL","10/2018","1"
"270130","CAJUEIRO","AL","01/2019","1"
"270130","CAJUEIRO","AL","09/2019","1"
"270130","CAJUEIRO","AL","05/2019","1"
"270130","CAJUEIRO","AL","07/2019","1"
"270130","CAJUEIRO","AL","09/2018","1"
"270130","CAJUEIRO","AL","03/2019","1"
"270130","CAJUEIRO","AL","06/2019","1"
"270130","CAJUEIRO","AL","10/2019","1"
"270130","CAJUEIRO","AL","08/2019","1"
"270135","CAMPESTRE","AL","09/2019","1"
"270135","CAMPESTRE","AL","05/2019","1"
"270135","CAMPESTRE","AL","11/2018","1"
"270135","CAMPESTRE","AL","12/2018","1"
"270135","CAMPESTRE","AL","01/2019","1"
"270135","CAMPESTRE","AL","10/2019","1"
"270135","CAMPESTRE","AL","06/2019","1"
"270135","CAMPESTRE","AL","03/2019","1"
"270135","CAMPESTRE","AL","07/2019","1"
"270135","CAMPESTRE","AL","02/2019","1"
"270135","CAMPESTRE","AL","04/2019","1"
"270135","CAMPESTRE","AL","08/2019","1"
"270135","CAMPESTRE","AL","09/2018","1"
"270135","CAMPESTRE","AL","10/2018","1"
"270140","CAMPO ALEGRE","AL","03/2019","1"
"270140","CAMPO ALEGRE","AL","01/2019","1"
"270140","CAMPO ALEGRE","AL","07/2019","1"
"270140","CAMPO ALEGRE","AL","12/2018","1"
"270140","CAMPO ALEGRE","AL","10/2019","1"
"270140","CAMPO ALEGRE","AL","09/2019","1"
"270140","CAMPO ALEGRE","AL","11/2018","1"
"270140","CAMPO ALEGRE","AL","10/2018","1"
"270140","CAMPO ALEGRE","AL","04/2019","1"
"270140","CAMPO ALEGRE","AL","02/2019","1"
"270140","CAMPO ALEGRE","AL","05/2019","1"
"270140","CAMPO ALEGRE","AL","06/2019","1"
"270140","CAMPO ALEGRE","AL","08/2019","1"
"270140","CAMPO ALEGRE","AL","09/2018","1"
"270150","CAMPO GRANDE","AL","09/2019","1"
"270150","CAMPO GRANDE","AL","01/2019","1"
"270150","CAMPO GRANDE","AL","03/2019","1"
"270150","CAMPO GRANDE","AL","12/2018","1"
"270150","CAMPO GRANDE","AL","02/2019","1"
"270150","CAMPO GRANDE","AL","10/2019","1"
"270150","CAMPO GRANDE","AL","06/2019","1"
"270150","CAMPO GRANDE","AL","11/2018","1"
"270150","CAMPO GRANDE","AL","10/2018","1"
"270150","CAMPO GRANDE","AL","04/2019","1"
"270150","CAMPO GRANDE","AL","05/2019","1"
"270150","CAMPO GRANDE","AL","07/2019","1"
"270150","CAMPO GRANDE","AL","08/2019","1"
"270150","CAMPO GRANDE","AL","09/2018","1"
"270160","CANAPI","AL","09/2018","1"
"270160","CANAPI","AL","04/2019","1"
"270160","CANAPI","AL","09/2019","1"
"270160","CANAPI","AL","10/2018","1"
"270160","CANAPI","AL","10/2019","1"
"270160","CANAPI","AL","01/2019","1"
"270160","CANAPI","AL","08/2019","1"
"270160","CANAPI","AL","12/2018","1"
"270160","CANAPI","AL","07/2019","1"
"270160","CANAPI","AL","06/2019","1"
"270160","CANAPI","AL","03/2019","1"
"270160","CANAPI","AL","11/2018","1"
"270160","CANAPI","AL","05/2019","1"
"270160","CANAPI","AL","02/2019","1"
"270170","CAPELA","AL","07/2019","1"
"270170","CAPELA","AL","11/2018","1"
"270170","CAPELA","AL","08/2019","1"
"270170","CAPELA","AL","12/2018","1"
"270170","CAPELA","AL","09/2019","1"
"270170","CAPELA","AL","04/2019","1"
"270170","CAPELA","AL","09/2018","1"
